"model","district","node_type","type","best_guess_type","from_iwr","from_ddm","from_wem","id","name_description","data_type","time_step","sequence_id","units","start","end","input_type","input_name"
"Gunnison","68","_DIV","Irrigation",NA,NA,948,NA,"6800763","TRENCHARD DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1954,NA,"6800765","UPPER UNCOMPAHGRE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,848,NA,"6800770","VON HAGEN DALLAS DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,833,NA,"6801064","VON HAGEN LATERAL DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_ISF","Instream Flow",NA,NA,NA,NA,"6801084","BEAVER CREEK","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_ISF","Instream Flow",NA,NA,NA,NA,"6801129","OWL CREEK","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_ISF","Instream Flow",NA,NA,NA,NA,"6801153","WEST FORK DALLAS CREEK","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_ISF","Instream Flow",NA,NA,NA,NA,"6801447","DALLAS CREEK","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_ISF","Instream Flow",NA,NA,NA,NA,"6801456","UNCOMPAHGRE RIVER","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_RES","Reservoir",NA,NA,NA,NA,"6803675","RIDGWAY RESERVOIR TR_RES","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"San Juan","69","_DIV","Irrigation",NA,NA,99,NA,"6900502","DAWSON-HAMMOND DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","69","_DIV","Irrigation",NA,NA,0,NA,"6900503","DISAPPOINTMENT DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","69","_DIV","Irrigation",NA,NA,875,NA,"6900510","HORSESHOE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","69","_DIV","Irrigation",NA,NA,274,NA,"6900512","KNIGHT-EMBLING DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","69","_DIV","Irrigation",NA,NA,19,NA,"6900520","PINE ARROYA DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"Colorado","70","_DIV","Carrier",NA,NA,0,NA,"7000520","CITIES SERVICE PL AND PP","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","70","_DIV","Irrigation",NA,NA,151.52,NA,"7000521","CLEAR CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","70","_DIV","Irrigation",NA,NA,1102.74,NA,"7000530","CREEK AND NEWMAN DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","70","_DIV","Irrigation",NA,NA,1578.45,NA,"7000550","H V C AND S DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","70","_DIV","Carrier",NA,NA,0,NA,"7000558","KOBE CANAL","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","70","_DIV","Irrigation",NA,NA,980.46,NA,"7000571","NEW HOBO DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","70","_DIV","Irrigation",NA,NA,1627.74,NA,"7000580","RESERVOIR DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","70","_DIV","Irrigation",NA,NA,1372.91,NA,"7000584","ROAN CREEK NO 3 DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","70","_DIV","Irrigation",NA,NA,756.58,NA,"7000596","UPPER ROAN CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","70","_RES","Reservoir",NA,NA,NA,NA,"7003602","ROAN CREEK RESERVOIR_RES","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,223,NA,"7100504","BEAR CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,692,NA,"7100513","BURCH AND LONGWILL DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Carrier",NA,NA,401,NA,"7100531","EAST EDDER_DIVSYS","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,125,NA,"7100535","GARBARINO NO 1 DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,150,NA,"7100536","GARBARINO NO 2 DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,129,NA,"7100537","GARBARINO NO 3 DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,247,NA,"7100544","GOEBEL DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,737,NA,"7100545","GOULD & MORIARITY DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,699,NA,"7100549","ILLINOIS DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,88,NA,"7100551","ITALIAN DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,455,NA,"7100555","KEYSTONE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,315,NA,"7100556","KING NO 1 DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,358,NA,"7100559","KOENIG DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,307,NA,"7100563","LINDSTROM DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,608,NA,"7100567","MCEWEN DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,466,NA,"7100572","MONUMENT ROCK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,836,NA,"7100573","MORIARITY DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Carrier",NA,NA,31,NA,"7100575","ORIGINAL RICO FLUME","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,389,NA,"7100582","QUARRY NO 1 DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,129,NA,"7100586","RIEVA DITCH_DIVSYS","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_FLO","Gage",NA,NA,0,NA,"7100609","SUMMIT DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,0,NA,"7100618","TURKEY CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Irrigation",NA,NA,184,NA,"7100624","WEST EDER DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_ISF","Instream Flow",NA,NA,NA,NA,"7100639","DOLORES MINIMUM FLOW","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_ISF","Instream Flow",NA,NA,NA,NA,"7101907","DOLORES RIVER","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_ISF","Instream Flow",NA,NA,NA,NA,"7101912","DOLORES RIVER","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_ISF","Instream Flow",NA,NA,NA,NA,"7101915","DOLORES RIVER","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_ISF","Instream Flow",NA,NA,NA,NA,"7101920","WEST FORK DOLORES RIVER","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_ISF","Instream Flow",NA,NA,NA,NA,"7101921","WEST FORK DOLORES RIVER","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_ISF","Instream Flow",NA,NA,NA,NA,"7101922","FISH CREEK","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_FLO","Gage",NA,NA,18153,NA,"7102002","SUMMIT RES OUTLET","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Instream Flow",NA,NA,33263,NA,"7102999","McPHEE RES FISH MSF","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_RES","Reservoir",NA,NA,NA,NA,"7103602","NARRAGUINNEP RESERVO_RES","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_FLO","Gage",NA,NA,NA,NA,"7103612","GROUNDHOG RESERVOIR","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_RES","Reservoir",NA,NA,NA,NA,"7103614","MCPHEE RESERVOIR","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_RES","Reservoir",NA,NA,NA,NA,"7103619","SUMMIT RESERVOIR    _RES","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Carrier",NA,NA,0,NA,"7104674","MAIN CANAL NO 2","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_DIV","Carrier",NA,NA,0,NA,"7104675","Dolores_Tunnel","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","71","_ISF","Instream Flow",NA,NA,NA,NA,"7199999","GroundHog/McPhee_Ex","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,1100.24,NA,"7200514","ARKANSAS DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Carrier",NA,NA,3814.43,NA,"7200533","BERTHOLF LANHAM UPDIKE D","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Carrier",NA,NA,0,NA,"7200542","BONHAM BRANCH PIPELINE","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Carrier",NA,NA,431.79,NA,"7200557","BULL BASIN HIGHLINE D","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,2997.13,NA,"7200558","BULL CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,2459.26,NA,"7200574","COAKLEY KIGGINS DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,1428.69,NA,"7200580","COOK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Carrier",NA,NA,0,NA,"7200583","COTTONWOOD BRANCH PL","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,533.93,NA,"7200607","EAKIN-SMITH DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Carrier",NA,NA,1159.3,NA,"7200616","NEW ERIE CANAL","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,1385.5,NA,"7200628","GALBRAITH DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,755.71,NA,"7200643","GOLDEN AGE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Municipal",NA,NA,3151,NA,"7200644","GRAND JCT COLO R PL","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Gunnison","28","_DIV","Irrigation",NA,770,755,NA,"2800564_D","TOMI_GILBERTSON NO 1","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","28","_DIV","Irrigation",NA,771,3366,NA,"2800566_D","GOODRICH_SYSTEM","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Colorado","72","_DIV","Carrier",NA,NA,125752.33,NA,"7200645","GRAND VALLEY CANAL","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Gunnison","28","_DIV","Irrigation",NA,773,4045,NA,"2800568_D","LOS _GOVERNMENT DITC","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","28","_DIV","Irrigation",NA,774,1853,NA,"2800571_D","TOMI_GRIFFING NO 1 D","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Colorado","72","_DIV","Carrier",NA,NA,0,NA,"7200646","GRAND VALLEY PROJECT","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,2184.74,NA,"7200649","GROVE CR DITCH CO NO 1 D","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,858.28,NA,"7200652","GUNDERSON CARTER DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,3424.65,NA,"7200703","HOOSIER DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,1133.9,NA,"7200721","JOHNSON AND STUART DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,1444.73,NA,"7200729","KIGGINS GOYN DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,2597.15,NA,"7200731","KING DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,1593.96,NA,"7200744","LEON DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Carrier",NA,NA,0,NA,"7200746","LEON PARK FEEDER CANAL","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Carrier",NA,NA,181,NA,"7200764","MartinCrawford-Ute","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Colorado","72","_DIV","Carrier",NA,NA,390,NA,"7200766","Mason Eddy-Ute","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Gunnison","28","_DIV","Irrigation",NA,786,1483,NA,"2800586_D","HIRDMAN_SYSTEM","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Colorado","72","_DIV","Irrigation",NA,NA,3637.18,NA,"7200784","MESA CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
